Name	Address	Public
UNK_GetBINMemoryPtrMAYBE_42D600	0042D600	
def_42D609	0042D628	
jpt_42D609	0042D62C	
UNK_ReadBINIntoMemoryMAYBE_42D640	0042D640	
UNK_OpenBIN_42D680	0042D680	
def_42D68B	0042D6B2	
jpt_42D68B	0042D6E0	
UNK_CloseBIN_42D6F0	0042D6F0	
UNK_FontTextureTableStuff_maybe_42D720	0042D720	
Unk_SetPosAt50C0B8_42D910	0042D910	
UNK_SetColorAt4BFA0C_42D950	0042D950	
Unk_swrText_DrawString_maybe_42D990	0042D990	
UNK_FormatStringWithOffset_maybe_42DE10	0042DE10	
Unk_swrText_GetStringWidth_42DE30	0042DE30	
UNK_FormatStringExtAscii_maybe_42DF70	0042DF70	
Unk_swrText_ParseAndDrawEntry_42E150	0042E150	
def_42E21E	0042E380	
jpt_42E21E	0042EBC8	
UNK_StringFunc_42EC50	0042EC50	
UNK_Deg2SinCos_42F380	0042F380	
UNK_AddVec2_42F6E0	0042F6E0	
UNK_ScaleVec2_42F700	0042F700	
UNK_ScalarMADVec2_42F720	0042F720	
UNK_MagnitudeVec2_42F750	0042F750	
UNK_NormalizeVec2_42F780	0042F780	
Vec3_SetFromFloats_maybe_42F7B0	0042F7B0	
Vec3_Copy_42F7D0	0042F7D0	
UNK_CompareVec3_42F7F0	0042F7F0	
SetVec3toAddedVec3s_42F830	0042F830	
UNK_Vec3_Subtract_42F860	0042F860	
UNK_SqMagnitudeVec3_42F890	0042F890	
Vec3_Magnitude_42F8C0	0042F8C0	
UNK_SqDistanceBetweenVec3_42F910	0042F910	
UNK_DistanceBetweenVec3_42F950	0042F950	
UNK_Vec3_Normalize_42F9B0	0042F9B0	
UNK_Vec3_CrossProduct_42F9F0	0042F9F0	
Vec3_Scale_42FA50	0042FA50	
UNK_Vec3_AddVec3aAndScaledVec3b_42FA80	0042FA80	
UNK_ParallelScaleThenSumVec3_42FAC0	0042FAC0	
UNK_Mat4_SetRowFromVec3_42FB10	0042FB10	
UNK_Vec3_GetRowFromMat4_42FB40	0042FB40	
UNK_MultMat4AndReturnNew_42FB70	0042FB70	
UNK_MultMat4_42FF80	0042FF80	
UNK_Vec3Mat4MultThing_maybe_430980	00430980	
SetVec4_maybe_430A90	00430A90	
Vec4_MultiplyMat4_430AB0	00430AB0	
UNK_ResetMat4_maybe_4310B0	004310B0	
Mat4Mult_maybe_431450	00431450	
CopyMat4x3toUnkStruct_maybe_431640	00431640	
UNK_GetOffset0x00_431770	00431770	
UNK_GetOffset0x14_431780	00431780	
__RTC_NumErrors	004318C0	
Unk_Hang_DoMenuTransition_unkMacro2_4336A0	004336A0	
Unk_Hang_DoMenuTransition_unkMacro1_4336D0	004336D0	
StoreHangPtr_maybe_4336F0	004336F0	
Unk_Hang_DoMenuTransition_unkMacro3_433720	00433720	
Unk_Hang_DoMenuTransition_unkMacro4_433740	00433740	
UNK_LargestFunction_4337E0	004337E0	
Unk_menuDrawVehicleSelect_maybe_435700	00435700	
def_436239	0043629D	
def_43639C	00436513	
def_43654E	0043660B	
jpt_436239	0043678C	
jpt_43639C	0043679C	
jpt_43654E	004367AC	
def_436A98	00436B07	
def_436E03	00436E80	
jpt_436A98	00436F54	
jpt_436E03	00436F74	
Unk_menuDrawWattosShop_4376C0	004376C0	
Unk_menuDrawVehicleUpgrades_437F70	00437F70	
def_438470	00438902	
def_438BA0	00438C0B	
jpt_438470	00438D00	
jpt_438BA0	00438D10	
UNK_InspectVehicleScreenMAYBE_438D20	00438D20	
def_438EF9	00438FB6	
jpt_438EF9	00439698	
Unk_menuDrawPitDroids_maybe_4396D0	004396D0	
UNK_menuDrawPlayerName_maybe_439C70	00439C70	
UNK_menuDrawRaceResults_maybe_439CE0	00439CE0	
Unk_menuDrawJunkyard_43ABC0	0043ABC0	
ClampTrackSelectCursor_maybe_43B1D0	0043B1D0	
Unk_menuDrawTrackSelect_maybe_43B240	0043B240	
def_43B503	0043B570	
jpt_43B503	0043B86C	
UNK_DrawTrackDetailMenu_43B880	0043B880	
def_43BA05	0043BE37	
def_43C3F8	0043C47F	
def_43C4AB	0043C530	
jpt_43BA05	0043C694	
jpt_43C3F8	0043C6B0	
jpt_43C4AB	0043C6CC	
Unk_menuDrawCantinaEntryCutscene_43C6F0	0043C6F0	
def_43D06B	0043D249	
jpt_43D06B	0043D4C8	
UNK_UpdatePartHealth_43D720	0043D720	
MassGenerateDefaultDataSAV_maybe_43D970	0043D970	
UNK_UnlockPodsTracksCheat_43D9A0	0043D9A0	
__cfltcvt_init	0043E575	
def_43E5BF	0043E5FB	
jpt_43E5BF	0043E608	
GenerateDefaultDataSAV_maybe_43EA00	0043EA00	
DrawShopUI_maybe_43EC10	0043EC10	
DrawPitDroidUI_maybe_43F380	0043F380	
def_43F8F4	0043FA2B	
jpt_43F8F4	0043FB8C	
UNK_menuDrawBestTime_maybe_4403E0	004403E0	
def_44058C	004405CB	
jpt_44058C	004405F0	
GetTrackNameString_maybe_440620	00440620	
def_44062F	00440793	
jpt_44062F	00440794	
IsTrackUnlocked_maybe_440AA0	00440AA0	
def_4419D1	0044205B	
jpt_4419D1	00442064	
def_443A4F	00443C15	
jpt_443A4F	00443C24	
jpt_443B3F	00443C38	
__cfltcvt_init_0	00444D8A	
__cfltcvt_init_1	00444EB0	
__cfltcvt_init_2	00445150	
__cfltcvt_init_3	0044518C	
__cfltcvt_init_4	004451C8	
Unk_CheckPauseState50C5F0_maybe_445690	00445690	
Unk_PauseMenu_GetScrollInOutPos_4456A0	004456A0	
Unk_PauseMenu_ScrollOutDoneCallback_445730	00445730	
Unk_PauseMenu_HandlePauseAnimation_445860	00445860	
Unk_UpdateGameEngine_maybe_445980	00445980	
UNK_SetOffsetInBuffer_445B20	00445B20	
UNK_GetOffsetInBuffer_445B40	00445B40	
UNK_IsIndexWithinBufferMAYBE_445B50	00445B50	
UNK_GetRemainingBuffer_445BF0	00445BF0	
def_446A9D	00446ABE	
jpt_446A9D	00446B44	
def_446B84	00446BA7	
jpt_446B84	00446BF4	
UNK_LoadSprite_446CA0	00446CA0	
Unk_swrQuad_LoadSprite_maybe_446FB0	00446FB0	
UNK_LoadSpline_446FC0	00446FC0	
_exit	00447350	
UNK_LoadModelTexture2_447370	00447370	
UNK_LoadTexture_447420	00447420	
UNK_LoadModelTexture_447490	00447490	
def_4484C3	004484E4	
jpt_4484C3	00448594	
UNK_LoadModel_448780	00448780	
UNK_CalculateUIStatBars_449330	00449330	
CalculateUpgradedStat_4493F0	004493F0	
def_449400	00449CE0	
jpt_449400	00449CE4	
ApplyUpgradesToStats_449D00	00449D00	
SetAngleFromTurnRate_maybe_44AF50	0044AF50	
UNK_ApplyJinnReesoCheat_44B530	0044B530	
UNK_ApplyCyYungaCheat_44B5E0	0044B5E0	
CopyMat4_maybe_44BB10	0044BB10	
Unk_SetSomeColorRGBA_E37530_44E290	0044E290	
GenerateDefaultDataTGFD_maybe_44E320	0044E320	
UNK_CopySavIntermediaryToProfileMemoryMAYBE_44E500	0044E500	
UNK_CopySAVtoTGFD_maybe_44E530	0044E530	
UNK_SaveTGFDandSAV_44E560	0044E560	
def_44F186	0044F1A9	
jpt_44F186	0044F5D8	
UNK_swrText_FlushQueue1_450100	00450100	
UNK_swrText_FlushQueue2_4501F0	004501F0	
UNK_swrText_ProcessQueue1_450280	00450280	
UNK_swrText_ProcessQueue2_4502B0	004502B0	
UNK_swrText_CreateEntry_4503E0	004503E0	
UNK_swrText_CreateEntry1_450530	00450530	
UNK_swrText_CreateWhiteEntry1_450560	00450560	
UNK_swrText_CreateWhiteFmtEntry1_450590	00450590	
UNK_swrText_CreateEntry2_4505C0	004505C0	
UNK_DrawTime3_formatMacro_maybe_4505F0	004505F0	
swrText_DrawTime2_450670	00450670	
swrText_DrawTime3_450760	00450760	
Entity_CallAll0x14_maybe_4508B0	004508B0	
Entity_CallAll0x18_maybe_450930	00450930	
Entity_CallAll0x1C_maybe_4509B0	004509B0	
Entity_CallAll0x20_maybe_450A30	00450A30	
Entity_GetArrayEndAddress_maybe_450AA0	00450AA0	
UNK_EntityRelated_450B00	00450B00	
UNK_EntityGetIndexOffset_maybe_450B30	00450B30	
UNK_Entity_Call0x24onObject_450C00	00450C00	
UNK_Entity_Call0x24onAllOfType_450C50	00450C50	
Unk_Entity_Call0x24withAloc_450D20	00450D20	
EntityCManCallback0x14_451CD0	00451CD0	
EntityCManCallback0x1C_451D40	00451D40	
Unk_CManUpdateRegularCamFunc_maybe_451D60	00451D60	
Unk_cManCheckCamModeAndUpdateRegular_maybe_451EC0	00451EC0	
Unk_HandlePreRaceTurnaroundCamera_mabye_451EF0	00451EF0	
Unk_HandleDeathCamera_maybe_452600	00452600	
Unk_HandleFirstPersonCameras_maybe_4528B0	004528B0	
Unk_HandleThirdPersonCameras_maybe_452AA0	00452AA0	
Unk_HandleSplineCamera_maybe_4533A0	004533A0	
HandleRaceCamera_maybe_453E00	00453E00	
def_453F1B	00453F4B	
jpt_453F1B	00454030	
Unk_Text_WriteTerrainLabelsToBuffer_maybe_454060	00454060	
EntityCManCallback0x20_4542E0	004542E0	
EntityCManCallback0x24_4543F0	004543F0	
EntityScenCallback0x14_454A10	00454A10	
EntityScenCallback0x24_454A30	00454A30	
Unk_Hang_DoMenuTransition_maybe_454D40	00454D40	
def_454E2B	00454E75	
def_454F1C	00454F98	
def_454FBB	00454FCF	
jpt_454E2B	00455044	
jpt_454F1C	00455070	
jpt_454FBB	004550A8	
DrawVehicleStats_maybe_4550D0	004550D0	
UNK_DrawWattosShop_maybe_455930	00455930	
def_456D4E	00456DCF	
def_456EA8	00457030	
jpt_456D4E	0045706C	
jpt_456EA8	004570D0	
EntityHangCallback0x14_457620	00457620	
def_457833	004578D0	
def_45777F	0045797C	
def_457A09	00457A29	
jpt_45777F	00457A88	
jpt_457833	00457AD4	
jpt_457A09	00457AE4	
EntityHangCallback0x1C_457B00	00457B00	
EntityHangCallback0x20_457B90	00457B90	
Unk_swrQuad_InitRacerPortraitQuads_maybe_457BD0	00457BD0	
Unk_swrQuad_InitUpgradeStatsQuads1_maybe_457ED0	00457ED0	
Unk_swrQuad_InitUpgradeStatsQuads2_maybe_457FD0	00457FD0	
Unk_swrQuad_InitWattosShopQuads_maybe_4580E0	004580E0	
Unk_swrQuad_InitCantinaMenuQuads_maybe_458250	00458250	
def_458591	004585D5	
def_458610	00458647	
jpt_458591	004586BC	
jpt_458610	004586CC	
Unk_swrQuad_InitQuadsForHangTransition_4586E0	004586E0	
def_4586F5	00458725	
def_458B7F	004590C4	
jpt_4586F5	004590D0	
jpt_458B7F	0045911C	
def_4596E3	0045970B	
def_459478	004598F9	
jpt_459478	00459FE4	
jpt_4596E3	0045A028	
EntityHangCallback0x24_45A040	0045A040	
def_45A14B	0045A172	
def_45A208	0045A223	
jpt_45A14B	0045A38C	
jpt_45A208	0045A3B8	
UNK_TrackLoading_45B290	0045B290	
UNK_TrackLoadingRestart_maybe_45B610	0045B610	
UNK_TrackLoadingCantina_maybe_45B7D0	0045B7D0	
UNK_TrackLoadingTestMAYBE_45BAB0	0045BAB0	
def_45CCFB	0045CD2C	
jpt_45CCFB	0045CD34	
UNK_ApplySaveDataToPodSelection_45CF60	0045CF60	
Unk_TriggerLoadFromRace_maybe_45D0B0	0045D0B0	
Unk_GetSplitscreenPlayerNumber_maybe_45D350	0045D350	
def_45DB73	0045DD5D	
jpt_45DB73	0045DD60	
EntityJdgeCallback0x14_45E200	0045E200	
def_45E230	0045E944	
jpt_45E230	0045E94C	
UNK_DrawSplineMarkers_maybelol_45E970	0045E970	
EntityJdgeCallback0x1C_45EA30	0045EA30	
Unk_swrHud_DrawRaceHudGraphics_4603F0	004603F0	
UNK_UiDrawRaceHud_maybe_460950	00460950	
Unk_swrRace_InRaceEngineUI_4611F0	004611F0	
UNK_UiDrawRaceEnd_maybe_462320	00462320	
Unk_UiDrawRace_462B20	00462B20	
def_462D72	00462D7D	
jpt_462D72	00462D84	
EntityJdgeCallback0x20_463580	00463580	
EntityJdgeCallback0x24_463A50	00463A50	
Unk_swrQuad_InitLensFlares_maybe_464010	00464010	
Unk_swrQuad_InitQuadsForRace_maybe_464630	00464630	
UNK_InitializePodRaceData_465980	00465980	
Unk_PrepRaceData_inclLoadModel_maybe_4663E0	004663E0	
def_466FF7	0046703A	
def_4674D6	0046753A	
def_466F94	00467A24	
jpt_466F94	00467B4C	
jpt_466FF7	00467C58	
jpt_4674D6	00467C68	
EntityElmoCallback0x14_467CD0	00467CD0	
def_467D45	00468452	
jpt_467D45	00468498	
EntityElmoCallback0x20_468570	00468570	
EntityElmoCallback0x24_468660	00468660	
def_4688D7	004689AF	
jpt_4688D7	004689F8	
def_468A73	00468CB1	
jpt_468A73	00468CC8	
EntitySmokCallback0x14_469ED0	00469ED0	
EntitySmokCallback0x20_469FB0	00469FB0	
EntitySmokCallback0x24_46A500	0046A500	
def_46A652	0046A8F3	
jpt_46A652	0046A8FC	
EnableEngineDebugFlag_maybe_46A990	0046A990	
CheckWhichEngineHalvesAreRepairingOrUnk_maybe_46A9C0	0046A9C0	
UNK_ProcessEngineFireDamage_46AA30	0046AA30	
UNK_RepairHandler_46AB10	0046AB10	
UNK_ManualTiltHandler_46B5A0	0046B5A0	
UNK_RaceCompletionRelated_maybe_46B670	0046B670	
UNK_BoostChargeHandler_46BD20	0046BD20	
def_46BF6C	0046C238	
jpt_46BF6C	0046CE10	
UNK_CalculateTargetTurnRateMAYBE_46CF00	0046CF00	
EntityTestCallback0x14_46D170	0046D170	
def_46F4BC	0046F500	
def_46F62C	0046F670	
jpt_46F4BC	0046F950	
jpt_46F62C	0046F978	
def_46FF60	00470319	
jpt_46FF60	004704F0	
VehicleUpdatePosition_maybe_4705D0	004705D0	
EntityTestCallback0x20_470610	00470610	
UNK_CharacterSpecificStatRelated_472A50	00472A50	
def_472CFA	00473DCD	
jpt_472CFA	00473DD8	
UNK_ApplyEngineSegmentDamage_474CD0	00474CD0	
EntityTestCallback0x24_474D80	00474D80	
UNK_TerrainHandler_476EA0	00476EA0	
ExecuteGravity_4774F0	004774F0	
UNK_CalculateTiltFromTurn_477AD0	00477AD0	
ApplyAcceleration_4783E0	004783E0	
ApplyBoost_4787F0	004787F0	
CalculateHeat_4788C0	004788C0	
CalculateTraction_478A70	00478A70	
CalculateSpeed_478D80	00478D80	
UNK_CalculateGravityTubeRoll_maybe_47A610	0047A610	
EntityTestCallback0x18_VehicleOrientationRelated_47AB40	0047AB40	
UNK_DeathSpeedHandler_47B000	0047B000	
EntityTestCallback0x1C_SuperFunction??_47B520	0047B520	
EntityTossCallback0x1C_47B9E0	0047B9E0	
EntityTossCallback0x20_47BA30	0047BA30	
EntityTossCallback0x24_47BBA0	0047BBA0	
Unk_TossRelatedFn_47BC40	0047BC40	
EntityTrigCallback0x14_47C390	0047C390	
EntityTrigCallback0x1C_47C500	0047C500	
EntityTrigCallback0x24_47C710	0047C710	
UNK_HandleTriggers_47CE60	0047CE60	
def_47CEC0	0047D2D3	
jpt_47CEC0	0047D2E0	
UNK_LapProgress_47F810	0047F810	
UNK_LapTiming_maybe_47F8E0	0047F8E0	
UNK_LapCompletion_47FDD0	0047FDD0	
___setargv_0	004804A0	
Unk_swrGui_Stop_4804B0	004804B0	
Global_IncTimer_maybe_480540	00480540	
GetDecelerationFactor_480650	00480650	
Sqrt_480670	00480670	
RNG_4816B0	004816B0	
j_nullsub_2	00482E50	
UNK_DebugDisplayPosComp_maybe_483BE0	00483BE0	
CreateDirectoryA_484310	00484310	
UNK_DeleteFileA_484320	00484320	
DeleteDirectory_484330	00484330	
FilenameIdxInString_4845B0	004845B0	
FileExtensionIdxInString_4845E0	004845E0	
UNK_AppendFileExtension_484600	00484600	
UNK_AppendFilename_484690	00484690	
UNK_ConstructFilePath_4846E0	004846E0	
UNK_CreateElfObject_maybe_484720	00484720	
UNK_PrintToConsoleFormatted_maybe_484820	00484820	
IncPtrIfBackslash_maybe_484860	00484860	
UNK_SetClamped4C7D7C_maybe_484D40	00484D40	
InputTimingFunc_maybe_485630	00485630	
UNK_CheckLoggedKeypress_maybe_485880	00485880	
def_487568	004875AB	
jpt_487568	004875B0	
UNK_TextDrawFn_withTextOutA_4887C0	004887C0	
Callback	00488D70	
UNK_EnumDisplayModesCallback_488F50	00488F50	
def_4891A9	004891D7	
jpt_4891A9	00489228	
def_4894E2	00489513	
jpt_4894E2	00489758	
UNK_Draw_48A350	0048A350	
UNK_PrepareRenderStates_48A450	0048A450	
UNK_TextureInterpolationRenderStates_48B1B0	0048B1B0	
UNK_CreateProjectionMatrix_48B260	0048B260	
UNK_GetElfFunctions_maybe_48C3D0	0048C3D0	
GetSystemTime_ms_48C490	0048C490	
UNK_Assert_48C4A0	0048C4A0	
UNK_PrintDebugString_maybe_48C570	0048C570	
malloc_48C5A0	0048C5A0	
free_48C5B0	0048C5B0	
realloc_48C5C0	0048C5C0	
fopen_48C5F0	0048C5F0	
fclose_48C610	0048C610	
freadWithLockWrapper_48C620	0048C620	
fwriteWithLockWrapper_48C640	0048C640	
fgets_48C660	0048C660	
fgetws_48C680	0048C680	
_feof	0048C6A0	
ftell_48C6B0	0048C6B0	
fseek_48C6C0	0048C6C0	
UNK_fileOpenAndTell_maybe_48C6E0	0048C6E0	
UNK_WriteStringToFile_maybe_48C730	0048C730	
StoreHWND_48C770	0048C770	
GetStoredHWND_48C780	0048C780	
StoreHINSTANCE_48C790	0048C790	
GetStoredHINSTANCE_48C7A0	0048C7A0	
UNK_PowFloat_48C7F0	0048C7F0	
UNK_WrapDegrees360_48C830	0048C830	
RoundToInt1_48C8F0	0048C8F0	
UNK_WrapDegrees180_48C910	0048C910	
UNK_Deg2SinCosMAYBE_48C950	0048C950	
def_48C9FD	0048CD17	
jpt_48C9FD	0048CD1B	
RoundToInt2_48CD30	0048CD30	
UNK_Deg2TanMAYBE_48CD50	0048CD50	
def_48CE03	0048CFCA	
jpt_48CE03	0048CFD1	
SqrtWrapper_48CFF0	0048CFF0	
UNK_PrintToConsole_maybe_48D180	0048D180	
def_48D29C	0048D2D7	
def_48D3D0	0048D406	
jpt_48D29C	0048D440	
jpt_48D3D0	0048D470	
def_48DCFB	0048DD17	
jpt_48DCFB	0048DD64	
def_48DD97	0048DDAE	
jpt_48DD97	0048DDF0	
UNK_PrepareDraw_48DF30	0048DF30	
def_490CAA	00490CEF	
jpt_490CAA	00490CF0	
def_4910B1	00491A91	
jpt_4910B1	00491A98	
jpt_491187	00491AAC	
def_491AD1	00492389	
jpt_491AD1	00492390	
jpt_491B7F	004923A4	
UNK_SecondLargestFunction_49A390	0049A390	
UNK_GameMain_49CD40	0049CD40	
UNK_SetIntroMovieWindowPos_maybe_49CE60	0049CE60	
SetConstDFAA30_49CE90	0049CE90	
CreateWindow_maybe_49CEA0	0049CEA0	
WNDCLASS_lpfnWndProcFunc_49CFD0	0049CFD0	
UNK_SetRegistryValueInt_maybe_49D100	0049D100	
UNK_ReadRegistryKey_maybe_49D180	0049D180	
UNK_SetRegistryValueIntWrapper_maybe_49D210	0049D210	
UNK_ReadRegistryKeyWrapper_maybe_49D230	0049D230	
UNK_SetRegistryValueStr_maybe_49D250	0049D250	
UNK_QueryRegistryValue_maybe_49D2E0	0049D2E0	
DirectDrawEnumerateA	0049D390	
DirectDrawCreate	0049D396	
DirectInputCreateA	0049D39C	
VerQueryValueA	0049E738	
GetFileVersionInfoA	0049E73E	
GetFileVersionInfoSizeA	0049E744	
CoUninitialize	0049E960	
__cinit	0049EA10	
_exit_0	0049EA40	
__exit	0049EA60	
_doexit	0049EA80	
__lockexit	0049EB40	
__unlockexit	0049EB50	
__initterm	0049EB60	
_sprintf	0049EB80	
__fpmath	0049EBF0	
__cfltcvt_init_7	0049EC10	
